,gp0_Var_0_Bajo,gp0_Var_1_Bajo,gp0_Var_2_Bajo,gp0_Var_6_Bajo,gp0_Var_7_Bajo,gp3_Var_8_Bajo,gp_Var_9_Bajo,gp_Var_9_Medio,gp_Var_14_Medio,gp_Var_14_Bajo,gp_Var_15_Medio,gp_Var_15_Bajo,gpT_Var_13T_Alto,gpT_Var_13T_Medio,gpT_Var_10T_Medio,gpT_Var_10T_Bajo
6548,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
6887,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2862,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
4354,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0
8315,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
225,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
7100,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
8505,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
2531,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0
8458,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
692,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
5514,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
3049,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1937,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
5461,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
3659,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
6115,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
6332,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1191,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1
8674,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
2149,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
8449,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
892,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
5023,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
7746,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
6170,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
4319,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
8672,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
7990,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
814,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1083,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
1521,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1
8485,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1
3763,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
2687,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
3159,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
8330,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
4294,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
3146,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
5305,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1
8975,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1227,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5162,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
8206,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4409,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
2371,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
5900,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
1251,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
2158,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
6988,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
442,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3950,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
5354,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
3239,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1
1930,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1
13,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
57,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
3844,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1023,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0
1152,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
8094,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0
317,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
8265,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
5220,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1
6424,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1213,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0
5592,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0
3120,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
5800,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
7961,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0
6524,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1
4943,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1
2492,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
2173,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
5647,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0
8462,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
8634,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
2333,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
1145,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
5571,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
6010,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1
4883,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
159,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
3428,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
112,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
4780,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
805,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4966,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
3272,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
2015,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
6331,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
4715,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7208,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
2447,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
7423,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1
8028,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1
3754,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
52,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1434,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
5663,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1
882,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
7568,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
123,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
1403,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
3334,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1
4413,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2038,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
5700,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
4393,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0
792,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1
3250,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
7626,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
5841,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
546,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
6080,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
7137,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
8641,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
15,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
492,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
5938,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
1735,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
2658,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
8910,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
1704,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
19,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
1325,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2076,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0
1172,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
6976,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
8552,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4544,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
1359,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
4438,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
8868,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
2635,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2522,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
900,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
6783,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
4086,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
8853,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
7854,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
516,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
1708,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1
6160,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
773,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
6688,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
3885,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
1537,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3222,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
2789,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
7785,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
133,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
1879,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2172,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
8095,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
1030,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
4770,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0
275,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
8101,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
6255,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
4561,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3762,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0
8439,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0
866,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
5280,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
139,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
432,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
743,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0
175,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
4577,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1
3412,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
7987,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
2231,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
8639,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
3025,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
6547,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0
6658,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0
1212,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1
6441,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
7915,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
8344,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
5814,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
1070,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
4018,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
7993,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
556,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
4399,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1
217,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
4474,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
5202,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
1813,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
4730,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
8970,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
5101,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7826,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
336,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
1788,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
5898,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1
1072,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
1995,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
8010,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
6423,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
3413,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
5038,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
7347,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
7536,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
3640,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1
5263,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0
1760,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
4937,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
8752,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
24,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0
3520,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0
6911,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
6104,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
8326,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0
5851,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1
8357,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
5895,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
8786,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
8563,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
5756,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5628,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
836,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
590,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
6337,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
693,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
5846,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
4794,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
3202,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
2982,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
2049,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1
8351,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2144,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
3467,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
2243,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0
4249,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
2929,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
639,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
7944,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1
3607,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
2434,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
4824,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
6967,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
8339,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1
7676,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0
2515,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
689,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
4520,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
3862,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
6724,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
5257,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
749,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
21,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1046,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
7304,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
3703,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1
4534,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
6912,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
7811,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1
6239,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0
7312,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1
3128,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
7000,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
2858,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4000,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1
4273,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
542,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
4683,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0
4691,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
7092,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
321,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
8092,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
7734,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
5901,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
2156,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
8215,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
6038,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
6840,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
293,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
3350,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
3748,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0
4431,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
644,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
3821,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
6432,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
4272,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1948,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
216,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6260,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
2875,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0
6333,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
5225,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0
1964,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2910,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
870,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
4984,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
6390,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
2260,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
776,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
405,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0
4149,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0
8352,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
456,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
2040,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
5217,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1
3400,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
3804,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
557,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
6210,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
6773,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
3282,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
5278,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
928,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1249,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
5507,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
7059,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
6351,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1
6762,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
4798,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
7576,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1
7909,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
4051,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
4906,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
1418,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1953,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
8346,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
6596,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
567,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
2288,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
222,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1
6178,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5191,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0
303,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
6058,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
5703,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1
3541,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
4146,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
6789,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
4357,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5420,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
3195,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
8380,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
8023,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1
8074,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
4105,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
4243,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
6127,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
93,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
7942,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
430,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
8688,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
3231,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
5048,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
285,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
1886,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
286,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
7435,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
3963,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2985,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
5494,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0
4537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3540,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1697,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5328,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
5903,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
7410,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2279,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
6008,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1526,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
85,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
8447,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
8102,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
5623,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
4253,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
6551,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1
2086,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
1603,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1470,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
2421,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
984,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0
3343,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1
3718,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
1923,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
6907,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
6111,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
7919,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
6095,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
8104,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0
8723,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
3127,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
2721,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
5148,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
7806,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
8128,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
