,gp0_Var_0_Bajo,gp0_Var_1_Bajo,gp0_Var_2_Bajo,gp0_Var_6_Bajo,gp0_Var_7_Bajo,gp3_Var_8_Bajo,gp_Var_9_Bajo,gp_Var_9_Medio,gp_Var_14_Medio,gp_Var_14_Bajo,gp_Var_15_Medio,gp_Var_15_Bajo,gpT_Var_13T_Alto,gpT_Var_13T_Medio,gpT_Var_10T_Medio,gpT_Var_10T_Bajo
1740,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
5060,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
7249,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
36,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
5135,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
8782,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
1015,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
2352,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
2895,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
4679,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1
3976,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
3116,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1559,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6077,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
6379,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
2224,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
8454,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
6018,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
3824,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
8305,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2237,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
7306,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1
1861,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
340,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
2797,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
3903,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0
7895,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0
1368,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
76,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
924,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
2715,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
172,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
17,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5363,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
2365,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
2615,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
1936,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
8619,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
959,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1
7357,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
248,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
885,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
6926,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
7515,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
8998,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
4300,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1
8960,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4482,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0
91,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0
7754,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
8585,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
3674,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
3096,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
4510,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
1010,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3379,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
699,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
3004,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1
4042,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
2961,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
4205,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
3461,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2586,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1
5760,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
307,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
4925,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0
5188,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
6098,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
4803,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
7833,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
6998,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
4758,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1
7281,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1
8358,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
8893,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
4705,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1
367,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
978,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
8679,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
4197,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
5675,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2504,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
7354,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
8506,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3716,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
4500,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
521,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
7228,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0
3326,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
6108,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
6872,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
524,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1
2387,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2743,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
2448,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
7072,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
2027,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
6586,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
5409,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
5770,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
2475,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
8996,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2419,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
4891,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1256,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
6033,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
3498,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
4147,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
1744,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
2975,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0
6944,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
8920,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7365,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
2742,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
8164,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
6451,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
4976,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
316,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
638,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
7969,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3924,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
982,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
6660,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
447,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
6591,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
6791,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
3045,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1
1036,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
565,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
8570,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1
8712,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
5422,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7131,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
3619,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
2489,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
6387,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
5869,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
4946,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0
2054,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
5745,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
7510,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
5568,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1
5805,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
7503,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
6528,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
5405,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
7128,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
5325,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0
1873,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
8076,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4216,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
2330,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
4390,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
3830,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7809,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1
90,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
6518,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
8502,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
7478,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
5816,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
7386,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7327,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
6668,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
1706,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
3904,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
6558,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1
6641,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
7295,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
5431,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
6476,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
7102,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
8923,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5189,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
6312,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
8083,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
4145,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0
2265,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
279,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
1753,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1
7069,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1
4536,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1650,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
626,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
6809,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
5224,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
6006,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
6030,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
3278,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
4685,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
2991,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1242,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0
5522,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3842,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
2950,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
3309,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
3980,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
7800,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
5808,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0
7643,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
6829,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
515,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
6221,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
6452,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2080,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
6173,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
2988,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
1692,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0
5915,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
3939,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
8165,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0
3851,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1183,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
2765,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
1531,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
3608,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2587,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
1333,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0
8242,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
7547,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
5708,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3750,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
2949,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
7152,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
5501,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
1151,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
6815,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
606,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5337,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
3570,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
3852,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
4184,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
3562,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
7738,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4979,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
1444,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6552,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
1794,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
2125,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
2591,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0
7222,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
8660,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2636,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
243,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
4686,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
7226,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
3983,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
7218,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2998,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
7165,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0
3456,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
220,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
4327,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3167,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
675,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
5362,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
1436,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
2751,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
5738,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
2746,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
6573,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
1608,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
5357,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
2770,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
1675,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
5516,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5047,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
3631,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
3190,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
3953,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
740,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
1397,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1
6882,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
7530,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
4169,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
6090,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
8412,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
3880,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
11,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
8531,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
8799,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1
8387,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
395,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
5910,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
7876,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
2723,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
3982,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
1488,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
7093,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1102,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
7428,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
7348,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
5863,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
7242,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
6015,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1059,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
6430,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7875,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
2792,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
5113,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
3922,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
1947,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
349,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
4917,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
1148,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
4588,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
919,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
2859,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0
6578,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2533,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
733,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1688,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
6209,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
6931,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1
8897,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
6491,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
4110,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
1520,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
5773,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3047,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
3431,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
7350,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
2652,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
8567,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
6152,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
2328,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1
1852,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1581,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
4526,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
1799,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
5416,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4904,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0
1593,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
5693,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1999,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
4608,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
1491,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
6248,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
6483,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
6048,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0
8716,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
2810,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2433,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
6808,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
682,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
8495,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
330,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
8790,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
4177,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
4602,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
1099,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1
2642,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
4760,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
3270,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
4417,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
628,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1
1409,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
3843,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0
6544,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1163,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
8409,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1
512,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7779,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
4747,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
5639,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
1558,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
2135,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
4651,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
1900,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
6920,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1
7124,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
6442,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
8050,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
31,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
1410,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
3928,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2169,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2119,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
1851,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
881,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1094,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1968,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
2898,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
8369,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
6609,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3571,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2394,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
2583,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
444,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
3295,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
3536,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
6045,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
6923,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
899,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1719,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
